dns_qdomainname,day,num_clients,rank,registration_period,client_sum_group,prob_obs_num_clients
gm.com,2022-10-12,248,14682.0,11689.0,3318-3537,0.0007945178269948006
sensagent.com,2022-11-10,24,18041.0,11322.0,45-45,0.0007949125596183881
johntumeltycriminaldefense.com,2022-10-31,32,,4018.0,46-46,0.0007959671000261626
khpcontent.com,2022-10-05,259,,1461.0,1472-1521,0.0007968127490046717
grapeshot.co.uk,2022-11-02,95,995501.0,7305.0,1258-1308,0.0007969034608378278
pbs.org,2022-11-01,347,1133.0,10228.0,4056-4373,0.0007976071784639993
lifehacker.com,2022-10-17,278,466.0,6939.0,3538-3778,0.000798801797305071
unisync.io,2022-10-03,29,,,115-115,0.0007995735607677634
blinkfitness.com,2022-10-13,26,220382.0,4748.0,127-128,0.0008000000000000229
dca0.com,2022-10-05,739,,2922.0,5630-6164,0.0008004002001030797
xpln.tech,2022-10-03,63,,365.0,323-327,0.0008006405124099114
morphmarket.com,2022-10-03,24,,2922.0,69-69,0.0008011215701986263
buildfire.com,2022-10-26,22,58191.0,5114.0,116-116,0.0008013248570970521
studyedge.com,2022-10-03,22,,8766.0,116-116,0.0008013248570970521
00px.net,2022-11-09,22,,3288.0,116-116,0.0008013248570970521
givepulse.com,2022-10-18,114,396733.0,4749.0,770-790,0.0008023535704740903
ap.org,2022-11-09,187,1949.0,13514.0,2802-2949,0.000802648740848122
creativecommons.org,2022-11-14,187,5337.0,8400.0,2802-2949,0.000802648740848122
yuzu.com,2022-10-06,219,259814.0,9130.0,3125-3317,0.0008027292795504959
apxlv.com,2022-10-19,315,,4383.0,3779-4055,0.0008032935033618349
remotepc.com,2022-10-13,410,,9130.0,4721-5168,0.0008040201005038439
crashplan.com,2022-10-24,42,65098.0,6575.0,231-232,0.0008042464211035494
bannerflow.com,2022-11-09,172,41002.0,5478.0,1580-1641,0.0008045977011484906
vulture.com,2022-10-18,286,2538.0,7670.0,2950-3124,0.0008072653884986236
vulture.com,2022-11-09,286,2538.0,7670.0,2950-3124,0.0008072653884986236
ok.co.uk,2022-10-03,22,25151.0,368.0,94-94,0.0008073196986009279
jspm.io,2022-10-20,22,535626.0,3652.0,94-94,0.0008073196986009279
mcjhif.com,2022-11-04,32,,8035.0,211-212,0.0008073817762399571
idomoo.com,2022-11-09,81,283950.0,6209.0,304-307,0.000807591358772175
twnodes.com,2022-10-24,41,,1461.0,183-184,0.0008079175924052828
tango.me,2023-01-14,28,86623.0,5478.0,107-107,0.0008090614886732128
apple.com,2022-11-07,499261,44.0,13150.0,280762-15442591,0.0008094253080316305
missionlane.com,2022-10-03,62,,4748.0,440-449,0.0008109203946480292
oercommons.org,2022-11-02,62,217037.0,6209.0,440-449,0.0008109203946480292
myportfolio.com,2022-10-26,132,197867.0,9495.0,599-614,0.0008109203946484733
rcimx.net,2022-11-04,24,,6209.0,80-80,0.0008116883116882079
muzzapi.com,2022-10-12,24,,1096.0,80-80,0.0008116883116882079
hydromassage.com,2022-11-02,120,,8035.0,1159-1203,0.0008122534230672329
go2app.ai,2022-10-19,22,,,82-82,0.000812842918106238
under9.co,2022-10-05,47,,2921.0,450-457,0.0008136696501217511
avg.com,2022-10-03,147,264.0,10957.0,1771-1850,0.0008137524158279286
driftcdn.com,2022-10-19,82,,730.0,407-415,0.0008144427853946645
cityindex.com,2022-11-07,76,892436.0,9130.0,350-356,0.0008156606851548176
itonoow.com,2022-11-02,52,,731.0,262-264,0.000817327339599605
trafcfy.com,2022-11-09,222,,365.0,2681-2801,0.0008195881569499353
macroschauth.com,2022-11-14,20,,365.0,50-50,0.0008198961464879195
johndcook.com,2022-10-05,20,141430.0,5479.0,50-50,0.0008198961464879195
msauthimages.net,2022-11-15,977,,1826.0,15790-18245,0.0008201202843168831
youversionapi.com,2022-10-03,1677,,4383.0,25776-32652,0.0008202697776154011
peoplecert.org,2022-11-29,44,276301.0,6574.0,228-230,0.0008203445447086954
tapinto.net,2022-11-02,111,104584.0,3652.0,730-748,0.000820793433652045
yieldmo.com,2022-10-03,4833,230142.0,4017.0,81864-136004,0.0008222181619179647
sidelineswap.com,2022-10-04,38,660415.0,4748.0,245-248,0.0008223684210524329
easebar.com,2022-10-26,189,,8766.0,2478-2575,0.0008225375282752134
kpmg.com,2022-10-24,81,9202.0,12052.0,556-568,0.0008228195282498074
charter.net,2022-10-19,88,2584.0,9495.0,532-543,0.0008234971177603079
kminnovations.net,2023-01-18,88,,6575.0,532-543,0.0008234971177603079
sc-prod.net,2022-10-04,3467,,2192.0,56005-81863,0.0008237232289616259
trailsoffroad.com,2022-11-17,20,,6209.0,20-20,0.0008237754261453123
basketzone.net,2023-01-10,20,360100.0,4018.0,20-20,0.0008237754261453123
cleaneatz.com,2022-10-03,20,,3652.0,20-20,0.0008237754261453123
kaleidescape.com,2022-11-01,20,388756.0,9130.0,20-20,0.0008237754261453123
hanmail.net,2022-11-04,20,810401.0,9497.0,20-20,0.0008237754261453123
aig.com.cn,2022-11-15,20,709695.0,8766.0,20-20,0.0008237754261453123
rpexams.com,2022-10-26,20,,2922.0,20-20,0.0008237754261453123
githubpreview.dev,2022-10-15,20,,1461.0,20-20,0.0008237754261453123
greenpeace.com,2022-11-08,20,,9862.0,20-20,0.0008237754261453123
mergechocolate.com,2023-01-13,20,,365.0,20-20,0.0008237754261453123
codecollab.io,2022-10-15,20,,1461.0,20-20,0.0008237754261453123
liveschoolapp.com,2022-11-14,20,,3652.0,20-20,0.0008237754261453123
qtfm.cn,2022-10-25,20,,4018.0,20-20,0.0008237754261453123
pandora.com,2022-11-02,10606,308.0,10956.0,136005-280761,0.0008240249039227487
clubfitness.us,2022-10-21,55,729841.0,6573.0,318-322,0.0008244023083264773
nus.edu.sg,2023-01-18,47,8573.0,9131.0,363-368,0.0008256274768824179
15gifts.com,2022-10-31,233,,5113.0,2377-2477,0.0008265316664931577
laphamsquarterly.org,2022-10-14,146,162789.0,6574.0,1020-1053,0.0008271298593880427
live-video.net,2022-10-11,2532,,1461.0,41346-56004,0.0008275862068493067
binance.org,2022-10-19,67,,2922.0,583-598,0.0008295313148066752
usercontent.goog,2022-10-25,1914,,,32653-41345,0.0008304115150413738
safholland.com,2022-10-12,27,,6575.0,49-49,0.0008305647840533004
itsgame7.com,2022-10-03,20,,1461.0,51-51,0.0008311400470979446
primevox.net,2022-10-19,253,,2922.0,2576-2680,0.0008312551953455483
nautil.us,2022-11-07,264,24596.0,8400.0,2290-2376,0.0008316008315996104
userapi.com,2022-10-31,252,103592.0,5477.0,2197-2289,0.0008319467554033233
livenation.com,2022-10-05,184,7179.0,7671.0,2102-2196,0.0008320332813309683
nu.com.mx,2023-01-23,43,,5478.0,95-95,0.0008321775312065682
addthisevent.com,2022-11-02,68,863523.0,4017.0,520-531,0.0008326394671100967
mywifecon.xyz,2022-10-05,21,,365.0,39-39,0.0008326394671107629
particle.io,2022-10-04,21,46721.0,4018.0,39-39,0.0008326394671107629
backblaze.com,2022-12-08,1196,27003.0,6940.0,18246-21349,0.0008331019161422759
gotinder.com,2022-10-19,1514,19103.0,4017.0,21350-25775,0.000833256179995634
paycomonline.net,2022-10-21,141,13656.0,10592.0,1121-1158,0.0008347245409013881
otireofhisl.one,2022-10-12,22,,365.0,24-24,0.0008354853410300622
yle.fi,2022-10-06,88,2324.0,11200.0,481-490,0.000835887433824678
meituan.net,2022-10-17,38,552187.0,5113.0,168-169,0.000836645053335805
ctrip.com,2023-01-19,26,1474.0,9132.0,153-154,0.000836995187277978
viifixi.com,2022-10-03,31,,365.0,125-125,0.0008372871895061529
ilcdn.fi,2022-10-17,22,,1826.0,32-32,0.0008375209380233617
lync.com,2022-10-19,715,24332.0,10228.0,12291-13811,0.0008380668591000395
atwola.com,2022-10-06,663,830731.0,7670.0,10927-12290,0.0008380668591027041
tdnsv5.com,2022-11-08,168,,1461.0,2011-2101,0.0008391021606882765
wanderu.com,2022-10-06,39,37264.0,4383.0,233-235,0.000839207787847962
angara.com,2022-12-14,24,42036.0,10593.0,85-85,0.0008396305625525402
hondacertified.com,2022-10-31,24,,9496.0,85-85,0.0008396305625525402
careeronestop.org,2022-10-11,34,69875.0,8035.0,93-93,0.0008401008120971776
mpcdn.net,2022-11-01,34,426854.0,5113.0,93-93,0.0008401008120971776
rundsp.com,2022-10-05,118,,5034.0,1085-1120,0.0008408408408415724
statnews.com,2022-10-05,117,59962.0,7305.0,749-769,0.0008416327675685453
personalitypath.com,2023-01-18,25,,731.0,65-65,0.000842176183257215
torontolife.com,2022-10-07,149,45304.0,9860.0,694-714,0.0008424599831517998
contextads.live,2022-10-11,86,,1095.0,813-833,0.0008439836026032932
masterworks.io,2022-10-04,19,,3287.0,28-28,0.0008443352778629842
duffelblog.com,2022-12-06,19,50050.0,4748.0,28-28,0.0008443352778629842
sol.net,2022-11-12,19,,12783.0,28-28,0.0008443352778629842
ilovepdf.com,2022-11-01,96,24011.0,5479.0,933-959,0.0008445945945939615
tmocce.com,2022-10-04,96,,4383.0,933-959,0.0008445945945939615
qccerttest.com,2022-10-13,1033,,2191.0,9669-10926,0.000845785170563329
blogspot.de,2022-11-15,36,1032.0,,131-131,0.0008457851705665487
blogspot.de,2022-11-08,36,1032.0,,131-131,0.0008457851705665487
expmag.com,2022-10-26,206,,6940.0,1204-1257,0.0008467400508042067
bytegecko-i18n.com,2022-10-03,811,,365.0,8503-9668,0.0008476172537184024
web-maintenance-request.com,2022-10-03,38,,2922.0,176-178,0.0008480325644502074
podbean.com,2022-10-03,126,15276.0,7670.0,1936-2010,0.0008497981729341797
bnmla.com,2022-10-03,822,356214.0,7670.0,13812-15789,0.0008505008505051981
ky.gov,2022-10-12,27,14076.0,,132-133,0.0008505812305071858
msufcu.org,2022-10-03,26,47769.0,9860.0,205-206,0.0008520790729382721
innovativegyn.com,2022-10-12,106,,4018.0,569-582,0.0008526360665059851
tetr.io,2022-10-03,84,,1461.0,615-630,0.000852999715666436
tetr.io,2022-10-24,84,,1461.0,615-630,0.000852999715666436
kyobi.mobi,2022-10-11,38,,2922.0,272-275,0.0008542627712286865
formotiv.com,2022-10-04,38,,3287.0,272-275,0.0008542627712286865
graphpad.com,2022-10-11,20,40604.0,9976.0,116-116,0.0008547465142368926
shesaidmovie.com,2022-11-15,17,,730.0,61-61,0.0008561643835616195
zte.com.cn,2022-11-28,17,57385.0,9131.0,61-61,0.0008561643835616195
geckoboard.com,2023-01-04,17,17272.0,4748.0,31-31,0.000856653340947866
tcnj.edu,2022-11-02,130,59452.0,9118.0,1054-1084,0.0008568980291334682
mc-lci1.com,2022-10-24,465,,2192.0,5169-5629,0.0008573061535537274
faro.com,2022-10-03,19,118394.0,10226.0,36-36,0.0008574695121950082
photobucket.com,2022-11-04,222,456.0,7305.0,1522-1579,0.0008580928885549843
yieldlab.net,2022-10-26,474,,4547.0,6781-7587,0.0008587786259575125
boredomtherapy.com,2022-10-19,42,5461.0,3652.0,225-227,0.0008592295574967324
astra-mag.com,2022-10-06,44,,730.0,158-159,0.0008592541673823062
trade.tt,2022-10-18,82,,,388-394,0.0008604617811562854
pumps-valves.eu,2022-12-13,21,,,37-37,0.0008605029161488087
ff-02.com,2022-10-07,28,,1095.0,101-101,0.000861079219287797
studyspanish.com,2022-11-08,146,18593.0,9495.0,1701-1770,0.0008613264427214107
hellotalk8.com,2022-10-14,32,,1826.0,194-195,0.0008629989212514122
glar.io,2022-10-04,28,,,52-52,0.0008644287566634823
ludus.com,2022-11-04,28,,9497.0,52-52,0.0008644287566634823
acellus.com,2022-10-18,50,124529.0,8766.0,300-303,0.0008649022660438543
bouncingballmedia.com,2022-10-25,24,,3288.0,58-58,0.0008653014133255255
nurse.com,2022-10-14,22,87082.0,10959.0,42-42,0.0008666450005417881
dhiaws.com,2022-11-08,34,,3287.0,106-106,0.0008674907829102629
cengagebrain.com,2022-10-05,24,10762.0,5112.0,200-200,0.0008676789587850342
gototraining.com,2022-11-15,25,32991.0,8766.0,83-83,0.0008680555555556912
azuredns-prd.org,2022-11-02,25,,1096.0,83-83,0.0008680555555556912
dlvr1.net,2022-10-25,53,,3287.0,313-317,0.0008683570684273612
pacificpower.net,2022-10-04,19,104183.0,8766.0,26-26,0.0008705286483065011
ltkcontent.com,2022-10-24,51,,1095.0,474-480,0.0008707009142356892
vote.org,2022-11-08,52,,13516.0,170-172,0.0008712319219373876
qiniup.com,2022-10-13,43,,2922.0,189-191,0.0008723466123867762
delldisplaymanager.com,2022-10-11,43,,4018.0,189-191,0.0008723466123867762
priceypies.com,2022-11-28,24,,365.0,62-62,0.0008733624454148048
earnest.com,2022-10-04,24,,9860.0,63-63,0.0008750182295463871
joomag.com,2022-10-18,24,17976.0,5113.0,63-63,0.0008750182295463871
accessoticketing.com,2022-10-03,24,,1826.0,198-198,0.0008752188047010945
stockton.edu,2022-11-14,24,81250.0,11525.0,198-198,0.0008752188047010945
oculuscdn.com,2022-10-04,507,,4748.0,7588-8502,0.0008773640085819601
vispot.io,2022-10-03,88,,365.0,631-644,0.0008776328986965787
news.com.au,2022-10-19,88,986.0,,631-644,0.0008776328986965787
transifex.com,2022-11-03,63,33539.0,5844.0,491-499,0.0008783487044354832
rdtk.io,2022-10-03,91,,1461.0,986-1019,0.0008801710046517641
bstock.com,2022-11-11,29,,9495.0,75-75,0.0008805917576611977
hoyoverse.com,2022-11-07,290,,4018.0,4374-4720,0.0008818342151684089
dangdang.com,2022-11-21,47,1118.0,8766.0,288-291,0.0008826125330981816
policybazaar.ae,2022-11-18,17,,,23-23,0.0008845999195817855
megaplextheatres.com,2023-01-20,17,68956.0,8035.0,23-23,0.0008845999195817855
heinndoo.one,2022-10-24,17,,365.0,23-23,0.0008845999195817855
findic.com,2023-01-20,17,,8401.0,23-23,0.0008845999195817855
hearthis.at,2022-12-22,26,64281.0,,60-60,0.0008857395925599976
movable-ink-601.com,2022-11-08,84,,3287.0,376-381,0.0008863676653073638
manobook.net,2022-10-03,23,,1461.0,77-77,0.0008863676653074748
stessa.com,2022-12-29,41,,7670.0,255-258,0.0008882572392961974
stessa.com,2023-01-03,41,,7670.0,255-258,0.0008882572392961974
lendgo.com,2022-10-25,476,,6574.0,6165-6780,0.0008885378615878237
firmofthefuture.com,2023-01-04,26,,4748.0,179-180,0.0008894818768065971
mt4servers.net,2022-11-22,15,,3652.0,15-15,0.0008900492493916223
bdvsolutions.com,2022-11-17,15,,3652.0,15-15,0.0008900492493916223
foes.io,2022-11-01,15,,1461.0,15-15,0.0008900492493916223
hotels-bohol.com,2022-12-18,15,,1096.0,15-15,0.0008900492493916223
fjnet.com,2022-11-16,15,70179.0,8035.0,15-15,0.0008900492493916223
zetes.com,2023-01-10,15,,9860.0,15-15,0.0008900492493916223
berkeleycountysc.gov,2022-12-16,15,388046.0,,15-15,0.0008900492493916223
domuso.com,2023-01-02,15,,3287.0,15-15,0.0008900492493916223
evene.fr,2022-11-11,15,635117.0,7552.0,15-15,0.0008900492493916223
fontinagrille.com,2022-11-07,15,,6940.0,15-15,0.0008900492493916223
bla.co.nz,2022-12-13,15,,5114.0,15-15,0.0008900492493916223
eltbuzz.com,2022-11-02,15,,1461.0,15-15,0.0008900492493916223
litmoseu.com,2022-12-21,15,,3652.0,15-15,0.0008900492493916223
bla.com.au,2022-12-13,15,933650.0,,15-15,0.0008900492493916223
nicelocal.com.au,2022-10-11,15,,,15-15,0.0008900492493916223
watchcorridor.com,2022-11-03,22,,1096.0,87-87,0.0008908685968821439
vidcache.net,2022-10-13,24,,3652.0,201-201,0.0008909252895509256
disneymovieinsiders.com,2022-10-05,27,,1461.0,145-145,0.0008910008910008038
americanrhetoric.com,2022-11-14,42,84533.0,9131.0,124-124,0.0008910008910009148
fti.net,2022-11-21,25,753985.0,12419.0,66-66,0.0008914244963451612
goofy-cdn.com,2023-01-18,160,,365.0,851-876,0.0008933129147526975
ccp.edu,2022-10-05,20,112967.0,7143.0,40-40,0.0008936550491508433
mappy.net,2022-11-01,20,,8766.0,40-40,0.0008936550491508433
nvdst.com,2023-01-10,20,,2557.0,40-40,0.0008936550491508433
seesaw.me,2022-10-03,230,100849.0,3287.0,3318-3537,0.0008938325553690118
positive-ads.com,2022-10-06,64,,1096.0,423-431,0.000894721145243027
bidpal.net,2022-10-04,26,155154.0,5113.0,112-113,0.0008951215873487239
pokemon-unitepgame.com,2022-10-03,75,,1461.0,500-510,0.0008970908624887919
kibin.com,2022-10-18,26,89563.0,7670.0,118-118,0.0008971828458633757
platocdn.com,2022-11-03,26,,365.0,118-118,0.0008971828458633757
latimes.com,2022-11-15,333,621.0,12052.0,4056-4373,0.0008973080757720409
stltoday.com,2022-10-21,36,5861.0,8400.0,269-271,0.0008976660682226134
zoosk.com,2022-11-02,68,3126.0,5844.0,400-406,0.0008982035928147836
lortchlnk.com,2023-01-23,68,,,400-406,0.0008982035928147836
placelocal.com,2022-11-02,103,289301.0,5478.0,645-660,0.0008983380745624103
lifehacker.com,2022-10-25,274,466.0,6939.0,3538-3778,0.0008986520219680383
vnexpress.net,2022-10-21,32,635.0,8400.0,157-157,0.0008992805755396738
apple.com,2022-11-09,497989,44.0,13150.0,280762-15442591,0.0008993614533684413
riversip.com,2022-10-26,30,,5113.0,137-137,0.0008995502248876353
ipsy.com,2022-10-05,100,12004.0,6574.0,960-985,0.0008998585936496051
windowsazure.com,2022-11-15,681,4310.0,5478.0,5630-6164,0.0009004502251155344
truecoach.co,2022-10-21,43,,1826.0,238-241,0.0009018487900196437
brakeforit.com,2022-11-03,41,,1826.0,432-439,0.0009019843656040694
simplecastaudio.com,2022-10-04,186,,1095.0,2802-2949,0.0009029798334536654
njstatelib.org,2022-10-19,210,493982.0,8766.0,3125-3317,0.0009030704394943356
thinkorswim.com,2022-10-04,160,70108.0,8766.0,1851-1935,0.0009031384059615677
justapinch.com,2022-11-07,53,14323.0,6878.0,511-519,0.0009033423667568208
warbyparker.com,2022-11-03,53,12355.0,5844.0,511-519,0.0009033423667568208
historynet.com,2022-10-20,36,38287.0,9496.0,147-148,0.0009033423667571538
unidays.world,2022-11-01,154,,2556.0,1642-1700,0.0009034443817060867
parentsquare.com,2022-10-04,143,226241.0,6209.0,1358-1407,0.0009034443817064197
gale.com,2022-10-17,314,111193.0,10590.0,3779-4055,0.0009037051912823557
abc.com,2022-10-05,134,118902.0,9862.0,1309-1357,0.0009040569555887057
remotepc.com,2022-10-19,408,,9130.0,4721-5168,0.0009045226130666162
windowsazure.us,2022-10-31,98,,5477.0,661-678,0.0009061488673136608
bodybuilding.com,2022-10-19,117,797.0,9131.0,877-904,0.0009063835297158374
48hourprint.com,2022-11-04,28,147738.0,7670.0,99-99,0.0009066183136899886
48hourprint.com,2022-11-03,28,147738.0,7670.0,99-99,0.0009066183136899886
wordthirst.com,2022-10-03,26,,3287.0,84-84,0.0009076469253462838
seast.io,2022-10-19,52,,365.0,216-218,0.0009076763485479367
stlouisfed.org,2022-10-24,62,31565.0,8035.0,344-349,0.0009078529278254699
mygvcloud.com,2022-10-26,18,,4748.0,64-64,0.0009081002542682404
ballotpedia.org,2022-11-08,105,13405.0,5844.0,834-850,0.0009081473793455253
pressbooks.pub,2022-11-09,105,,2922.0,834-850,0.0009081473793455253
cdn13.com,2022-12-12,19,16389.0,3652.0,116-116,0.0009081681713767331
springer.com,2022-11-02,272,1100.0,5112.0,2950-3124,0.0009081735620606324
emogi.com,2022-11-02,49,,2922.0,242-244,0.0009087604507452829
classlink.com,2022-10-18,35,80980.0,8765.0,296-299,0.0009092286710105091
kueez.com,2022-10-03,35,,2556.0,280-283,0.0009096422073987531
khpcontent.com,2022-10-03,203,,1461.0,1472-1521,0.0009106431417195138
vwcredit.io,2022-11-08,23,,,97-97,0.0009110233829333625
vapp-servers.com,2023-01-12,46,,2557.0,108-108,0.0009110233829333625
msftauthimages.net,2022-11-15,973,,1096.0,15790-18245,0.0009112447603510931
vitalsource.com,2022-10-11,1618,10775.0,9071.0,25776-32652,0.000911410864017137
webhelpdesk.com,2022-10-21,59,383285.0,9130.0,308-312,0.0009117155447501135
uptodown.com,2022-12-07,50,284.0,8952.0,357-362,0.0009134088417974695
yieldmo.com,2022-11-09,4829,230142.0,4017.0,81864-136004,0.0009135757354608032
atomicwallet.io,2022-10-21,60,,2191.0,252-254,0.0009150805270866647
cengage.com,2022-10-19,3459,4096.0,5844.0,56005-81863,0.0009152480321833467
pmg.com,2022-10-27,146,486585.0,12783.0,1771-1850,0.0009154714678063502
instructure.com,2022-10-17,10599,611.0,9495.0,136005-280761,0.000915583226574257
game-ark.com,2022-11-03,56,,1461.0,276-279,0.0009160864785640044
video-cdn.net,2022-10-11,34,,3287.0,213-214,0.0009163103237630477
next.tech,2022-10-03,88,,1826.0,905-932,0.0009163503076320412
apartmenttherapy.com,2022-11-15,94,2343.0,8035.0,679-693,0.0009164702801786051
plos.org,2022-10-27,143,8595.0,8400.0,791-812,0.0009169504846744392
boeing.net,2022-10-13,24,,8400.0,91-91,0.0009170105456214328
audubon.org,2022-11-18,34,30360.0,10591.0,104-104,0.0009176416609315563
data.world,2022-10-15,24,,3287.0,35-35,0.0009186110600771791
accelevents.com,2022-10-18,24,,3653.0,35-35,0.0009186110600771791
ecsi.net,2022-10-04,24,58081.0,10591.0,35-35,0.0009186110600771791
p-cdn.us,2022-10-04,2481,,2190.0,41346-56004,0.0009195402298378674
indexexchange.com,2022-10-04,159,149340.0,4981.0,1580-1641,0.0009195402298841637
agafurretor.com,2022-10-19,33,,730.0,150-151,0.0009204712812961313
trafcfy.com,2022-10-03,216,,365.0,2681-2801,0.0009220366765688714
zeotap.com,2022-10-04,1871,,3653.0,32653-41345,0.0009226794611568723
fadavis.com,2022-10-18,31,169468.0,10591.0,211-212,0.0009227220299885541
nexage.com,2022-10-03,187,430933.0,9130.0,2478-2575,0.0009253547193095457
canadiangeographic.ca,2022-12-22,27,193618.0,8411.0,76-76,0.0009254118082546725
hawaii.edu,2022-10-04,52,7057.0,12696.0,328-332,0.000925583117364237
carambo.la,2022-10-06,1189,126743.0,6575.0,18246-21349,0.0009256687957127641
bytefcdn-oversea.com,2022-11-08,1488,,365.0,21350-25775,0.0009258401999937549
kmov.com,2022-11-02,28,43550.0,9860.0,139-140,0.0009271277582049153
rsvp360.co,2022-11-08,50,,2921.0,292-295,0.0009280742459395475
betmgm.com,2022-10-03,44,,7670.0,333-338,0.0009286488159726547
sn-cloudflare.com,2022-11-02,44,,365.0,333-338,0.0009286488159726547
